1.0000000e-05 13114 7288 -2.9819178e-02 2.1936448e-02 4.4440000e-01 -6.2555554e-03 -1.8793449e-02 -9.8100000e-05
2.0000000e-05 13114 7288 -2.9819303e-02 2.1936076e-02 4.4440000e-01 -1.2470176e-02 -3.7170293e-02 -1.9620000e-04
3.0000000e-05 13114 7289 -2.9819489e-02 2.1935525e-02 4.4439999e-01 -1.8640589e-02 -5.5141032e-02 -2.9430000e-04
4.0000000e-05 13114 7289 -2.9819737e-02 2.1934798e-02 4.4439999e-01 -2.4763941e-02 -7.2715863e-02 -3.9240000e-04
5.0000000e-05 13114 7290 -2.9820045e-02 2.1933899e-02 4.4439999e-01 -3.0837769e-02 -8.9904690e-02 -4.9050000e-04
6.0000000e-05 13114 7291 -2.9820414e-02 2.1932832e-02 4.4439998e-01 -3.6859961e-02 -1.0671713e-01 -5.8860000e-04
7.0000000e-05 13114 7292 -2.9820842e-02 2.1931600e-02 4.4439997e-01 -4.2828737e-02 -1.2316252e-01 -6.8670000e-04
8.0000000e-05 13114 7292 -2.9821329e-02 2.1930208e-02 4.4439996e-01 -4.8742609e-02 -1.3924993e-01 -7.8480000e-04
9.0000000e-05 13114 7292 -2.9821875e-02 2.1928658e-02 4.4439996e-01 -5.4600366e-02 -1.5498817e-01 -8.8290000e-04
1.0000000e-04 13114 7294 -2.9822480e-02 2.1926954e-02 4.4439995e-01 -6.0401043e-02 -1.7038579e-01 -9.8100000e-04
1.1000000e-04 13114 7294 -2.9823141e-02 2.1925099e-02 4.4439994e-01 -6.6143906e-02 -1.8545109e-01 -1.0791000e-03
1.2000000e-04 13114 7296 -2.9823859e-02 2.1923097e-02 4.4439992e-01 -7.1828422e-02 -2.0019213e-01 -1.1772000e-03
1.3000000e-04 13114 7297 -2.9824634e-02 2.1920951e-02 4.4439991e-01 -7.7454250e-02 -2.1461676e-01 -1.2753000e-03
1.4000000e-04 13114 7298 -2.9825464e-02 2.1918664e-02 4.4439990e-01 -8.3021216e-02 -2.2873257e-01 -1.3734000e-03
1.5000000e-04 13114 7298 -2.9826349e-02 2.1916238e-02 4.4439988e-01 -8.8529302e-02 -2.4254696e-01 -1.4715000e-03
1.6000000e-04 13114 7299 -2.9827289e-02 2.1913678e-02 4.4439987e-01 -9.3978625e-02 -2.5606709e-01 -1.5696000e-03
1.7000000e-04 13114 7300 -2.9828283e-02 2.1910985e-02 4.4439985e-01 -9.9369430e-02 -2.6929995e-01 -1.6677000e-03
