1.0000000e-04 13114 0 -2.9819116e-02 2.1936636e-02 4.4439990e-01 0.0000000e+00 0.0000000e+00 -9.8100000e-04
2.0000000e-04 13114 0 -2.9819116e-02 2.1936636e-02 4.4439971e-01 0.0000000e+00 0.0000000e+00 -1.9620000e-03
3.0000000e-04 13114 0 -2.9819116e-02 2.1936636e-02 4.4439941e-01 0.0000000e+00 0.0000000e+00 -2.9430000e-03
4.0000000e-04 13114 0 -2.9819116e-02 2.1936636e-02 4.4439902e-01 0.0000000e+00 0.0000000e+00 -3.9240000e-03
5.0000000e-04 13114 0 -2.9819116e-02 2.1936636e-02 4.4439853e-01 0.0000000e+00 0.0000000e+00 -4.9050000e-03
6.0000000e-04 13114 0 -2.9819116e-02 2.1936636e-02 4.4439794e-01 0.0000000e+00 0.0000000e+00 -5.8860000e-03
7.0000000e-04 13114 0 -2.9819116e-02 2.1936636e-02 4.4439725e-01 0.0000000e+00 0.0000000e+00 -6.8670000e-03
8.0000000e-04 13114 0 -2.9819116e-02 2.1936636e-02 4.4439647e-01 0.0000000e+00 0.0000000e+00 -7.8480000e-03
9.0000000e-04 13114 0 -2.9819116e-02 2.1936636e-02 4.4439559e-01 0.0000000e+00 0.0000000e+00 -8.8290000e-03
1.0000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4439460e-01 0.0000000e+00 0.0000000e+00 -9.8100000e-03
1.1000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4439353e-01 0.0000000e+00 0.0000000e+00 -1.0791000e-02
1.2000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4439235e-01 0.0000000e+00 0.0000000e+00 -1.1772000e-02
1.3000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4439107e-01 0.0000000e+00 0.0000000e+00 -1.2753000e-02
1.4000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4438970e-01 0.0000000e+00 0.0000000e+00 -1.3734000e-02
1.5000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4438823e-01 0.0000000e+00 0.0000000e+00 -1.4715000e-02
1.6000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4438666e-01 0.0000000e+00 0.0000000e+00 -1.5696000e-02
1.7000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4438499e-01 0.0000000e+00 0.0000000e+00 -1.6677000e-02
1.8000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4438322e-01 0.0000000e+00 0.0000000e+00 -1.7658000e-02
1.9000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4438136e-01 0.0000000e+00 0.0000000e+00 -1.8639000e-02
2.0000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4437940e-01 0.0000000e+00 0.0000000e+00 -1.9620000e-02
2.1000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4437734e-01 0.0000000e+00 0.0000000e+00 -2.0601000e-02
2.2000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4437518e-01 0.0000000e+00 0.0000000e+00 -2.1582000e-02
2.3000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4437292e-01 0.0000000e+00 0.0000000e+00 -2.2563000e-02
2.4000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4437057e-01 0.0000000e+00 0.0000000e+00 -2.3544000e-02
2.5000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4436812e-01 0.0000000e+00 0.0000000e+00 -2.4525000e-02
2.6000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4436557e-01 0.0000000e+00 0.0000000e+00 -2.5506000e-02
2.7000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4436292e-01 0.0000000e+00 0.0000000e+00 -2.6487000e-02
2.8000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4436017e-01 0.0000000e+00 0.0000000e+00 -2.7468000e-02
2.9000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4435733e-01 0.0000000e+00 0.0000000e+00 -2.8449000e-02
3.0000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4435438e-01 0.0000000e+00 0.0000000e+00 -2.9430000e-02
3.1000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4435134e-01 0.0000000e+00 0.0000000e+00 -3.0411000e-02
3.2000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4434820e-01 0.0000000e+00 0.0000000e+00 -3.1392000e-02
3.3000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4434497e-01 0.0000000e+00 0.0000000e+00 -3.2373000e-02
3.4000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4434163e-01 0.0000000e+00 0.0000000e+00 -3.3354000e-02
3.5000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4433820e-01 0.0000000e+00 0.0000000e+00 -3.4335000e-02
3.6000000e-03 13114 0 -2.9819116e-02 2.1936636e-02 4.4433467e-01 0.0000000e+00 0.0000000e+00 -3.5316000e-02
